,شهر,تاريخ الشراء,رقم الكارت,هل انت راض عن جودة اللحوم المقدمه داخل القسم,هل انت راض عن وقت التسويه للحوم المباعه بالقسم,هل انت راض عن مذاق اللحوم الموجوده بالقسم,هل انت راض عن مستوى جودة الخدمه بشكل عام,هل هناك اي ملاحظات او اصناف ترغب في توافرها,نوع الاستبيان
7249,سبتمبر,45183,525350,نعم,نعم,نعم,نعم,لا,شكر
7250,سبتمبر,45183,624852,نعم,نعم,نعم,نعم,لا,شكر
7251,سبتمبر,45183,620750,نعم,نعم,نعم,نعم,لا,شكر
7252,سبتمبر,45183,508732,نعم,نعم,نعم,نعم,لا,شكر
7253,سبتمبر,45183,508534,نعم,نعم,نعم,نعم,لا,شكر
7254,سبتمبر,45183,518435,نعم,نعم,نعم,نعم,لا,شكر
7255,سبتمبر,45183,618458,نعم,نعم,نعم,نعم,نعم,اقتراح
7256,سبتمبر,45183,600862,نعم,نعم,نعم,نعم,لا,شكر
7257,سبتمبر,45183,631097,نعم,نعم,نعم,لا,نعم,شكوي
7258,سبتمبر,45183,518075,نعم,نعم,نعم,لا,نعم,شكوي
7259,سبتمبر,45183,615077,نعم,نعم,نعم,نعم,لا,شكر
7260,سبتمبر,45183,2153903,نعم,نعم,نعم,نعم,لا,شكر
7261,سبتمبر,45183,600980,نعم,نعم,نعم,نعم,لا,شكر
7262,سبتمبر,45183,518728,نعم,نعم,نعم,نعم,لا,شكر
7263,سبتمبر,45183,610671,نعم,نعم,نعم,نعم,لا,شكر
7264,سبتمبر,45183,634970,نعم,نعم,نعم,نعم,لا,شكر
7265,سبتمبر,45184,2158236,نعم,نعم,نعم,نعم,لا,شكر
7266,سبتمبر,45184,633524,نعم,نعم,نعم,نعم,لا,شكر
7267,سبتمبر,45184,514176,نعم,نعم,نعم,لا,نعم,شكوي
7268,سبتمبر,45184,605602,نعم,نعم,نعم,نعم,لا,شكر
7269,سبتمبر,45184,522578,نعم,نعم,نعم,نعم,نعم,شكوي
7270,سبتمبر,45184,618351,نعم,نعم,نعم,نعم,لا,شكر
7271,سبتمبر,45184,528120,نعم,نعم,نعم,نعم,لا,شكر
7272,سبتمبر,45184,620966,نعم,نعم,نعم,نعم,لا,شكر
7273,سبتمبر,45184,834433,نعم,نعم,نعم,نعم,لا,شكر
7274,سبتمبر,45184,602567,نعم,نعم,نعم,نعم,لا,شكر
7275,سبتمبر,45184,624721,نعم,نعم,نعم,نعم,لا,شكر
7276,سبتمبر,45184,2158365,لا,نعم,نعم,لا,نعم,شكوي
7277,سبتمبر,45184,509220,نعم,نعم,نعم,نعم,لا,شكر
7278,سبتمبر,45184,2156504,نعم,نعم,نعم,نعم,لا,شكر
7279,سبتمبر,45184,606618,نعم,نعم,نعم,نعم,لا,شكر
7280,سبتمبر,45184,518883,نعم,نعم,نعم,نعم,لا,شكر
7281,سبتمبر,45184,514680,نعم,نعم,نعم,نعم,لا,شكر
7282,سبتمبر,45184,635529,نعم,نعم,نعم,لا,نعم,شكوي
7283,سبتمبر,45184,621296,نعم,نعم,نعم,نعم,لا,شكر
7284,سبتمبر,45184,508721,نعم,نعم,نعم,نعم,لا,شكوي
7285,سبتمبر,45184,627125,نعم,نعم,نعم,نعم,لا,شكر
7286,سبتمبر,45184,2153821,نعم,نعم,نعم,نعم,لا,شكر
7287,سبتمبر,45184,2152123,نعم,نعم,نعم,نعم,نعم,اقتراح
7288,سبتمبر,45184,609924,نعم,نعم,نعم,نعم,نعم,شكوي
7289,سبتمبر,45184,605543,نعم,نعم,نعم,نعم,لا,شكر
7290,سبتمبر,45184,621668,نعم,نعم,نعم,نعم,نعم,شكوي
7291,سبتمبر,45184,606268,لا,لا,لا,لا,نعم,شكوي
7292,سبتمبر,45184,230079,نعم,نعم,نعم,نعم,نعم,شكوي
7293,سبتمبر,45184,517989,نعم,نعم,نعم,نعم,لا,شكر
7294,سبتمبر,45184,609370,نعم,نعم,نعم,نعم,لا,شكر
7295,سبتمبر,45184,621536,نعم,نعم,نعم,نعم,لا,شكر
7296,سبتمبر,45184,507765,نعم,نعم,نعم,نعم,لا,شكر
7297,سبتمبر,45184,627587,نعم,نعم,نعم,نعم,لا,شكر
7298,سبتمبر,45184,602653,نعم,نعم,نعم,نعم,لا,شكر
7299,سبتمبر,45184,603878,نعم,نعم,نعم,نعم,لا,شكر
7300,سبتمبر,45184,619197,نعم,نعم,نعم,نعم,لا,شكر
7301,سبتمبر,45184,510171,نعم,نعم,نعم,نعم,لا,شكر
7302,سبتمبر,45185,521544,نعم,نعم,نعم,نعم,لا,شكر
7303,سبتمبر,45185,2152144,نعم,نعم,نعم,نعم,لا,شكر
7304,سبتمبر,45185,601842,نعم,نعم,نعم,نعم,لا,شكر
7305,سبتمبر,45185,622926,نعم,نعم,نعم,نعم,لا,شكر
7306,سبتمبر,45185,605118,نعم,نعم,نعم,نعم,لا,شكر
7307,سبتمبر,45185,508663,نعم,نعم,نعم,نعم,لا,شكر
7308,سبتمبر,45185,2151156,نعم,نعم,نعم,نعم,نعم,اقتراح
7309,سبتمبر,45185,627866,نعم,نعم,نعم,نعم,لا,شكر
7310,سبتمبر,45185,619358,نعم,نعم,نعم,نعم,لا,شكر
7311,سبتمبر,45185,625212,نعم,نعم,نعم,نعم,لا,شكر
7312,سبتمبر,45185,609618,نعم,نعم,نعم,نعم,لا,شكر
7313,سبتمبر,45185,515462,نعم,نعم,نعم,نعم,لا,شكر
7314,سبتمبر,45185,2151656,نعم,نعم,نعم,نعم,لا,شكر
7315,سبتمبر,45185,522795,نعم,نعم,نعم,نعم,لا,شكر
7316,سبتمبر,45185,601586,لا,لا,لا,لا,نعم,شكوي
7317,سبتمبر,45185,520901,نعم,نعم,نعم,نعم,نعم,شكوي
7318,سبتمبر,45185,517700,نعم,نعم,نعم,نعم,لا,شكر
7319,سبتمبر,45185,509639,نعم,نعم,نعم,نعم,لا,شكر
7320,سبتمبر,45185,624654,نعم,نعم,نعم,نعم,لا,شكر
7321,سبتمبر,45185,2155650,نعم,نعم,نعم,نعم,لا,شكر
7322,سبتمبر,45185,510330,نعم,نعم,نعم,نعم,لا,شكر
7323,سبتمبر,45185,626000,لا,نعم,لا,لا,نعم,شكوي
7324,سبتمبر,45185,2156854,نعم,نعم,نعم,نعم,لا,شكر
7325,سبتمبر,45185,630200,نعم,نعم,نعم,نعم,نعم,اقتراح
7326,سبتمبر,45185,2154328,نعم,نعم,نعم,نعم,لا,شكر
7327,سبتمبر,45185,616222,نعم,نعم,نعم,نعم,لا,شكر
7328,سبتمبر,45185,834405,نعم,نعم,نعم,نعم,لا,شكر
7329,سبتمبر,45185,602477,لا,نعم,نعم,نعم,نعم,شكوي
7330,سبتمبر,45185,522357,نعم,نعم,نعم,نعم,لا,شكر
7331,سبتمبر,45185,528009,نعم,نعم,نعم,نعم,لا,شكر
7332,سبتمبر,45185,522488,نعم,نعم,نعم,نعم,لا,شكر
7333,سبتمبر,45185,2152548,نعم,نعم,نعم,نعم,لا,شكر
7334,سبتمبر,45185,601770,نعم,نعم,نعم,نعم,نعم,شكوي
7335,سبتمبر,45185,523138,نعم,نعم,نعم,نعم,لا,شكر
7336,سبتمبر,45185,511411,نعم,نعم,نعم,نعم,نعم,شكوي
7337,سبتمبر,45185,2158557,نعم,نعم,نعم,نعم,لا,شكر
7338,سبتمبر,45185,518106,نعم,نعم,نعم,نعم,لا,شكر
7339,سبتمبر,45185,628341,نعم,نعم,نعم,نعم,لا,شكر
7340,سبتمبر,45185,631335,نعم,نعم,نعم,نعم,نعم,اقتراح
7341,سبتمبر,45185,615270,نعم,نعم,نعم,نعم,لا,شكر
7342,سبتمبر,45186,836358,نعم,نعم,نعم,نعم,لا,شكر
7343,سبتمبر,45186,519190,نعم,نعم,نعم,نعم,لا,شكر
7344,سبتمبر,45186,519742,نعم,نعم,نعم,نعم,لا,شكر
7345,سبتمبر,45186,528121,نعم,نعم,نعم,نعم,لا,شكر
7346,سبتمبر,45186,511615,نعم,نعم,نعم,نعم,لا,شكر
7347,سبتمبر,45186,2151609,نعم,نعم,نعم,لا,نعم,شكوي
7348,سبتمبر,45186,524411,نعم,نعم,نعم,نعم,نعم,اقتراح
7349,سبتمبر,45186,50303,نعم,نعم,نعم,نعم,لا,شكر
7350,سبتمبر,45186,2154178,نعم,نعم,نعم,نعم,لا,شكر
7351,سبتمبر,45186,602755,نعم,نعم,نعم,لا,نعم,شكوي
7352,سبتمبر,45186,220152,نعم,نعم,نعم,نعم,نعم,اقتراح
7353,سبتمبر,45186,527784,نعم,نعم,نعم,نعم,نعم,اقتراح
7354,سبتمبر,45186,514240,نعم,نعم,نعم,نعم,لا,شكر
7355,سبتمبر,45186,618519,نعم,نعم,نعم,نعم,لا,شكر
7356,سبتمبر,45186,611715,نعم,نعم,نعم,نعم,لا,شكر
7357,سبتمبر,45186,834537,نعم,نعم,نعم,نعم,لا,شكر
7358,سبتمبر,45186,629277,نعم,نعم,نعم,نعم,لا,شكر
7359,سبتمبر,45186,613032,نعم,نعم,نعم,نعم,لا,شكر
7360,سبتمبر,45186,738932,نعم,نعم,نعم,نعم,لا,شكر
7361,سبتمبر,45186,631723,نعم,نعم,نعم,لا,لا,شكوي
7362,سبتمبر,45186,838184,نعم,نعم,نعم,نعم,لا,شكر
7363,سبتمبر,45186,518873,نعم,نعم,نعم,نعم,لا,شكر
7364,سبتمبر,45186,507364,نعم,نعم,نعم,نعم,لا,شكر
7365,سبتمبر,45186,621778,لا,نعم,لا,لا,نعم,شكوي
7366,سبتمبر,45186,619970,نعم,نعم,نعم,نعم,لا,شكر
7367,سبتمبر,45186,615190,نعم,نعم,نعم,نعم,لا,شكر
7368,سبتمبر,45186,602108,نعم,نعم,نعم,نعم,لا,شكر
7369,سبتمبر,45186,518305,نعم,نعم,نعم,نعم,لا,شكر
7370,سبتمبر,45186,527051,نعم,نعم,نعم,نعم,لا,شكر
7371,سبتمبر,45186,602811,نعم,نعم,نعم,نعم,لا,شكر
7372,سبتمبر,45186,624128,نعم,نعم,نعم,نعم,لا,شكر
7373,سبتمبر,45186,626692,نعم,نعم,نعم,نعم,لا,شكر
7374,سبتمبر,45186,609678,نعم,نعم,نعم,نعم,لا,شكر
7375,سبتمبر,45186,2156838,نعم,نعم,نعم,نعم,لا,شكر
7376,سبتمبر,45187,633953,نعم,نعم,نعم,نعم,لا,شكر
7377,سبتمبر,45187,517732,نعم,نعم,نعم,نعم,لا,شكر
7378,سبتمبر,45187,604063,نعم,نعم,نعم,نعم,لا,شكر
7379,سبتمبر,45187,607920,نعم,نعم,نعم,نعم,لا,شكر
7380,سبتمبر,45187,608401,نعم,نعم,نعم,نعم,لا,شكر
7381,سبتمبر,45187,509559,لا,لا,لا,لا,نعم,شكوي
7382,سبتمبر,45187,623051,نعم,نعم,نعم,نعم,لا,شكر
7383,سبتمبر,45187,836464,نعم,نعم,نعم,نعم,لا,شكر
7384,سبتمبر,45187,524883,نعم,نعم,نعم,نعم,لا,شكر
7385,سبتمبر,45187,837535,نعم,نعم,نعم,نعم,لا,شكر
7386,سبتمبر,45187,605559,نعم,نعم,نعم,نعم,لا,شكر
7387,سبتمبر,45187,632764,نعم,نعم,نعم,نعم,لا,شكر
7388,سبتمبر,45187,618560,نعم,نعم,نعم,نعم,نعم,شكوي
7389,سبتمبر,45187,516472,نعم,نعم,نعم,نعم,نعم,شكوي
7390,سبتمبر,45187,602739,نعم,نعم,نعم,نعم,نعم,اقتراح
7391,سبتمبر,45187,789001,نعم,نعم,نعم,نعم,لا,شكر
7392,سبتمبر,45187,621057,نعم,نعم,نعم,نعم,لا,شكر
7393,سبتمبر,45187,509067,نعم,نعم,نعم,نعم,لا,شكر
7394,سبتمبر,45187,507921,لا,نعم,نعم,لا,نعم,شكوي
7395,سبتمبر,45187,523182,نعم,نعم,نعم,نعم,لا,شكر
7396,سبتمبر,45187,520512,نعم,نعم,نعم,نعم,لا,شكر
7397,سبتمبر,45187,229136,نعم,نعم,لا,نعم,نعم,شكوي
7398,سبتمبر,45187,625585,نعم,نعم,نعم,نعم,لا,شكر
7399,سبتمبر,45187,623252,نعم,نعم,نعم,نعم,لا,شكر
7400,سبتمبر,45187,521205,نعم,نعم,نعم,نعم,لا,شكر
7401,سبتمبر,45187,631950,نعم,نعم,نعم,نعم,نعم,شكوي
7402,سبتمبر,45187,838342,نعم,نعم,نعم,نعم,لا,شكر
7403,سبتمبر,45187,628523,نعم,نعم,نعم,نعم,نعم,شكوي
7404,سبتمبر,45187,611324,نعم,نعم,نعم,نعم,لا,شكر
7405,سبتمبر,45187,604467,نعم,نعم,نعم,نعم,لا,شكر
7406,سبتمبر,45187,513867,نعم,نعم,نعم,نعم,لا,شكر
7407,سبتمبر,45187,512357,لا,لا,لا,لا,نعم,شكوي
7408,سبتمبر,45187,527230,نعم,نعم,نعم,نعم,لا,شكر
7409,سبتمبر,45187,635230,نعم,نعم,نعم,نعم,لا,شكر
7410,سبتمبر,45187,633079,نعم,نعم,نعم,نعم,لا,شكر
7411,سبتمبر,45187,511856,نعم,نعم,نعم,نعم,لا,شكر
7412,سبتمبر,45187,510494,نعم,نعم,نعم,نعم,لا,شكر
7413,سبتمبر,45187,604187,نعم,نعم,نعم,نعم,لا,شكر
7414,سبتمبر,45187,2156726,نعم,نعم,نعم,نعم,لا,شكر
7415,سبتمبر,45187,521755,نعم,نعم,نعم,نعم,لا,شكر
7416,سبتمبر,45188,627489,نعم,نعم,نعم,نعم,لا,شكر
7417,سبتمبر,45188,838013,نعم,نعم,نعم,نعم,لا,شكر
7418,سبتمبر,45188,2155931,نعم,نعم,نعم,نعم,لا,شكر
7419,سبتمبر,45188,622499,نعم,نعم,نعم,نعم,نعم,اقتراح
7420,سبتمبر,45188,632271,نعم,نعم,نعم,نعم,لا,شكر
7421,سبتمبر,45188,511978,نعم,نعم,نعم,نعم,نعم,شكوي
7422,سبتمبر,45188,628569,نعم,نعم,نعم,نعم,لا,شكر
7423,سبتمبر,45188,615045,نعم,نعم,نعم,نعم,لا,شكر
7424,سبتمبر,45188,621567,نعم,نعم,نعم,نعم,لا,شكر
7425,سبتمبر,45188,518580,نعم,نعم,نعم,نعم,لا,شكر
7426,سبتمبر,45188,735728,نعم,نعم,نعم,نعم,لا,شكر
7427,سبتمبر,45188,837340,نعم,نعم,نعم,نعم,لا,شكر
7428,سبتمبر,45188,627646,نعم,نعم,نعم,نعم,نعم,اقتراح
7429,سبتمبر,45188,523435,نعم,نعم,نعم,نعم,لا,شكر
7430,سبتمبر,45188,521717,نعم,نعم,نعم,نعم,لا,شكر
7431,سبتمبر,45188,621872,نعم,نعم,نعم,نعم,لا,شكر
7432,سبتمبر,45188,518203,نعم,نعم,نعم,نعم,لا,شكر
7433,سبتمبر,45188,2153008,لا,لا,لا,لا,نعم,شكوي
7434,سبتمبر,45188,834099,نعم,نعم,نعم,نعم,لا,شكر
7435,سبتمبر,45188,610447,نعم,نعم,نعم,نعم,لا,شكر
7436,سبتمبر,45188,509362,نعم,نعم,نعم,نعم,لا,شكر
7437,سبتمبر,45188,632459,نعم,نعم,نعم,نعم,لا,شكر
7438,سبتمبر,45188,516943,نعم,نعم,نعم,نعم,لا,شكر
7439,سبتمبر,45188,516233,نعم,نعم,نعم,نعم,نعم,شكوي
7440,سبتمبر,45188,789125,لا,نعم,نعم,لا,نعم,شكوي
7441,سبتمبر,45188,614681,نعم,نعم,نعم,نعم,لا,شكر
7442,سبتمبر,45188,627422,نعم,نعم,نعم,نعم,نعم,شكوي
7443,سبتمبر,45188,625988,نعم,نعم,نعم,نعم,لا,شكر
7444,سبتمبر,45188,835223,نعم,نعم,نعم,نعم,لا,شكر
7445,سبتمبر,45188,603174,نعم,نعم,نعم,نعم,لا,شكر
7446,سبتمبر,45188,616985,نعم,نعم,نعم,نعم,لا,شكر
7447,سبتمبر,45188,512855,نعم,نعم,نعم,نعم,لا,شكر
7448,سبتمبر,45188,629321,نعم,نعم,نعم,نعم,لا,شكر
7449,سبتمبر,45188,634154,نعم,نعم,نعم,نعم,نعم,اقتراح
7450,سبتمبر,45188,521001,نعم,نعم,نعم,نعم,لا,شكر
7451,سبتمبر,45189,509603,نعم,نعم,نعم,لا,نعم,شكوي
7452,سبتمبر,45189,607938,نعم,نعم,نعم,نعم,لا,شكر
7453,سبتمبر,45189,611812,نعم,نعم,نعم,نعم,لا,شكر
7454,سبتمبر,45189,520976,نعم,نعم,نعم,لا,نعم,شكوي
7455,سبتمبر,45189,626949,نعم,نعم,نعم,نعم,لا,شكر
7456,سبتمبر,45189,523568,نعم,نعم,نعم,نعم,لا,شكر
7457,سبتمبر,45189,616048,نعم,نعم,نعم,نعم,لا,شكر
7458,سبتمبر,45189,523567,نعم,نعم,نعم,نعم,لا,شكر
7459,سبتمبر,45189,620867,نعم,نعم,نعم,نعم,لا,شكر
7460,سبتمبر,45189,838493,نعم,نعم,نعم,نعم,لا,شكر
7461,سبتمبر,45189,613899,نعم,نعم,نعم,نعم,لا,شكر
7462,سبتمبر,45189,510947,نعم,نعم,نعم,نعم,لا,شكر
7463,سبتمبر,45189,622105,نعم,نعم,نعم,نعم,لا,شكر
7464,سبتمبر,45189,603825,نعم,نعم,نعم,نعم,لا,شكر
7465,سبتمبر,45189,520096,لا,نعم,لا,لا,نعم,شكوي
7466,سبتمبر,45189,2151038,نعم,نعم,نعم,نعم,لا,شكر
7467,سبتمبر,45189,622189,نعم,نعم,نعم,نعم,لا,شكر
7468,سبتمبر,45189,608246,نعم,نعم,نعم,نعم,لا,شكر
7469,سبتمبر,45189,617921,نعم,نعم,نعم,نعم,لا,شكر
7470,سبتمبر,45189,509415,نعم,نعم,نعم,نعم,لا,شكر
7471,سبتمبر,45189,615960,نعم,نعم,نعم,نعم,لا,شكر
7472,سبتمبر,45189,610363,نعم,نعم,نعم,نعم,لا,شكر
7473,سبتمبر,45189,2158287,نعم,نعم,نعم,لا,نعم,شكوي
7474,سبتمبر,45189,624892,نعم,نعم,نعم,نعم,لا,شكر
7475,سبتمبر,45189,834162,نعم,نعم,نعم,نعم,لا,شكر
7476,سبتمبر,45189,608692,لا,نعم,نعم,لا,نعم,شكوي
7477,سبتمبر,45189,519223,نعم,نعم,نعم,لا,نعم,شكوي
7478,سبتمبر,45189,612226,نعم,نعم,نعم,نعم,لا,شكر
7479,سبتمبر,45189,522681,نعم,نعم,نعم,نعم,نعم,اقتراح
7480,سبتمبر,45189,633438,نعم,نعم,نعم,نعم,لا,شكر
7481,سبتمبر,45189,629216,نعم,نعم,نعم,نعم,لا,شكر
7482,سبتمبر,45189,513422,نعم,نعم,نعم,نعم,لا,شكر
7483,سبتمبر,45189,601096,نعم,نعم,نعم,نعم,لا,شكر
7484,سبتمبر,45190,626636,نعم,نعم,نعم,نعم,لا,شكر
7485,سبتمبر,45190,2150350,نعم,نعم,نعم,نعم,لا,شكر
7486,سبتمبر,45190,836558,نعم,نعم,نعم,نعم,لا,شكر
7487,سبتمبر,45190,2158947,نعم,نعم,نعم,نعم,لا,شكر
7488,سبتمبر,45190,627702,نعم,نعم,نعم,نعم,لا,شكر
7489,سبتمبر,45190,838716,نعم,نعم,نعم,نعم,لا,شكر
7490,سبتمبر,45190,600707,نعم,نعم,نعم,نعم,لا,شكر
7491,سبتمبر,45190,2150268,نعم,نعم,نعم,نعم,لا,شكر
7492,سبتمبر,45190,631367,نعم,نعم,نعم,لا,نعم,شكوي
7493,سبتمبر,45190,509756,نعم,نعم,نعم,نعم,لا,شكر
7494,سبتمبر,45190,2151658,نعم,نعم,نعم,نعم,لا,شكر
7495,سبتمبر,45190,835478,نعم,نعم,نعم,نعم,لا,شكر
7496,سبتمبر,45190,615576,نعم,نعم,نعم,نعم,نعم,اقتراح
7497,سبتمبر,45190,627766,نعم,نعم,نعم,نعم,لا,شكر
7498,سبتمبر,45190,602020,نعم,نعم,نعم,نعم,لا,شكر
7499,سبتمبر,45190,610671,نعم,نعم,نعم,نعم,لا,شكر
7500,سبتمبر,45190,406019,نعم,نعم,نعم,نعم,لا,شكر
7501,سبتمبر,45190,607498,نعم,نعم,نعم,نعم,لا,شكر
7502,سبتمبر,45190,2153870,نعم,نعم,نعم,نعم,لا,شكر
7503,سبتمبر,45190,627483,نعم,نعم,نعم,نعم,لا,شكر
7504,سبتمبر,45190,632031,نعم,نعم,نعم,نعم,لا,شكر
7505,سبتمبر,45190,519989,نعم,نعم,نعم,نعم,لا,شكر
7506,سبتمبر,45190,526814,نعم,نعم,نعم,نعم,لا,شكر
7507,سبتمبر,45190,629347,نعم,نعم,نعم,نعم,نعم,شكوي
7508,سبتمبر,45190,525610,نعم,نعم,نعم,نعم,لا,شكر
7509,سبتمبر,45190,608323,نعم,نعم,نعم,لا,نعم,شكوي
7510,سبتمبر,45190,513387,نعم,نعم,نعم,نعم,لا,شكر
7511,سبتمبر,45190,626520,نعم,نعم,نعم,نعم,لا,شكر
7512,سبتمبر,45190,623047,نعم,نعم,نعم,نعم,لا,شكر
7513,سبتمبر,45190,521054,نعم,نعم,نعم,نعم,لا,شكر
7514,سبتمبر,45190,620163,نعم,نعم,نعم,نعم,لا,شكر
7515,سبتمبر,45190,633156,نعم,نعم,نعم,نعم,نعم,شكوي
7516,سبتمبر,45190,604446,نعم,نعم,نعم,نعم,لا,شكر
7517,سبتمبر,45190,625970,نعم,نعم,نعم,نعم,لا,شكر
7518,سبتمبر,45190,835109,نعم,نعم,نعم,نعم,لا,شكر
7519,سبتمبر,45190,2155706,نعم,نعم,نعم,نعم,لا,شكر
7520,سبتمبر,45190,836318,لا,لا,لا,لا,نعم,شكوي
7521,سبتمبر,45190,530169,نعم,نعم,نعم,نعم,لا,شكر
7522,سبتمبر,45190,610283,نعم,نعم,نعم,نعم,لا,شكر
7523,سبتمبر,45190,624207,نعم,نعم,نعم,نعم,لا,شكر
7524,سبتمبر,45190,633119,لا,لا,لا,لا,نعم,شكوي
7525,سبتمبر,45190,625698,نعم,نعم,نعم,نعم,لا,شكر
7526,سبتمبر,45190,611738,نعم,نعم,نعم,نعم,لا,شكر
7527,سبتمبر,45190,603164,لا,لا,لا,لا,نعم,شكوي
7528,سبتمبر,45190,628076,نعم,نعم,نعم,نعم,لا,شكر
7529,سبتمبر,45190,514830,نعم,نعم,نعم,نعم,نعم,اقتراح
7530,سبتمبر,45190,634935,نعم,نعم,نعم,نعم,لا,شكر
7531,سبتمبر,45190,521242,نعم,نعم,نعم,نعم,لا,شكر
7532,سبتمبر,45190,836925,نعم,نعم,نعم,نعم,لا,شكر
7533,سبتمبر,45190,2155567,نعم,نعم,نعم,لا,نعم,شكوي
7534,سبتمبر,45190,518289,نعم,نعم,نعم,نعم,لا,شكر
7535,سبتمبر,45190,509247,نعم,نعم,نعم,نعم,لا,شكر
7536,سبتمبر,45190,515955,نعم,نعم,نعم,نعم,لا,شكر
7537,سبتمبر,45190,2153736,نعم,نعم,نعم,نعم,لا,شكر
7538,سبتمبر,45191,527832,نعم,نعم,نعم,نعم,لا,شكر
7539,سبتمبر,45191,625208,نعم,نعم,نعم,نعم,لا,شكر
7540,سبتمبر,45191,419047,نعم,نعم,نعم,نعم,لا,شكر
7541,سبتمبر,45191,618276,نعم,نعم,نعم,نعم,لا,شكر
7542,سبتمبر,45191,517186,نعم,نعم,نعم,نعم,لا,شكر
7543,سبتمبر,45191,522577,نعم,نعم,نعم,نعم,لا,شكر
7544,سبتمبر,45191,630058,نعم,نعم,نعم,نعم,لا,شكر
7545,سبتمبر,45191,623089,نعم,نعم,نعم,نعم,لا,شكر
7546,سبتمبر,45191,631500,نعم,نعم,نعم,نعم,لا,شكر
7547,سبتمبر,45191,628671,نعم,نعم,نعم,نعم,لا,شكر
7548,سبتمبر,45191,518338,نعم,نعم,نعم,نعم,لا,شكر
7549,سبتمبر,45191,837549,نعم,نعم,نعم,نعم,لا,شكر
7550,سبتمبر,45191,622076,نعم,نعم,نعم,نعم,لا,شكر
7551,سبتمبر,45191,608257,نعم,نعم,نعم,نعم,لا,شكر
7552,سبتمبر,45191,610474,نعم,نعم,نعم,نعم,لا,شكر
7553,سبتمبر,45191,634823,نعم,نعم,نعم,لا,نعم,شكوي
7554,سبتمبر,45191,527113,نعم,نعم,نعم,نعم,لا,شكر
7555,سبتمبر,45191,2154437,لا,نعم,نعم,لا,نعم,شكوي
7556,سبتمبر,45191,2155504,نعم,نعم,نعم,نعم,لا,شكر
7557,سبتمبر,45191,629489,نعم,نعم,نعم,نعم,لا,شكر
7558,سبتمبر,45191,623795,نعم,نعم,نعم,نعم,لا,شكر
7559,سبتمبر,45191,632065,نعم,نعم,نعم,نعم,لا,شكر
7560,سبتمبر,45191,517653,نعم,نعم,نعم,نعم,لا,شكر
7561,سبتمبر,45191,518122,نعم,نعم,نعم,نعم,لا,شكر
7562,سبتمبر,45191,601245,نعم,نعم,نعم,نعم,لا,شكر
7563,سبتمبر,45191,627540,نعم,نعم,نعم,نعم,لا,شكر
7564,سبتمبر,45191,527048,نعم,نعم,نعم,نعم,لا,شكر
7565,سبتمبر,45191,624086,نعم,نعم,نعم,نعم,لا,شكر
7566,سبتمبر,45191,615863,نعم,نعم,نعم,نعم,لا,شكر
7567,سبتمبر,45191,607594,نعم,نعم,نعم,نعم,لا,شكر
7568,سبتمبر,45191,634247,نعم,نعم,نعم,نعم,لا,شكر
7569,سبتمبر,45191,623292,نعم,نعم,نعم,نعم,لا,شكر
7570,سبتمبر,45191,517546,نعم,نعم,نعم,نعم,لا,شكر
7571,سبتمبر,45191,509738,نعم,نعم,نعم,نعم,لا,شكر
7572,سبتمبر,45191,516374,نعم,نعم,نعم,نعم,لا,شكر
7573,سبتمبر,45191,634844,نعم,نعم,نعم,نعم,لا,شكر
7574,سبتمبر,45191,2151723,نعم,نعم,نعم,نعم,لا,شكر
7575,سبتمبر,45191,610683,نعم,نعم,نعم,نعم,لا,شكر
7576,سبتمبر,45191,690217,نعم,نعم,نعم,لا,نعم,شكوي
7577,سبتمبر,45191,629426,نعم,نعم,نعم,نعم,لا,شكر
7578,سبتمبر,45191,213585,نعم,نعم,نعم,نعم,لا,شكر
7579,سبتمبر,45191,524464,نعم,نعم,نعم,لا,نعم,شكوي
7580,سبتمبر,45191,603361,نعم,نعم,نعم,نعم,نعم,اقتراح
7581,سبتمبر,45191,516143,نعم,نعم,نعم,نعم,لا,شكر
7582,سبتمبر,45191,2152060,نعم,نعم,نعم,نعم,لا,شكر
7583,سبتمبر,45191,618250,نعم,نعم,نعم,نعم,لا,شكر
7584,سبتمبر,45191,606369,نعم,نعم,نعم,نعم,لا,شكر
7585,سبتمبر,45191,621757,نعم,نعم,نعم,نعم,لا,شكر
7586,سبتمبر,45191,2151908,نعم,نعم,نعم,نعم,لا,شكر
7587,سبتمبر,45191,527085,لا,لا,لا,لا,نعم,شكوي
7588,سبتمبر,45191,484692,نعم,نعم,نعم,نعم,لا,شكر
7589,سبتمبر,45191,518073,نعم,نعم,نعم,نعم,لا,شكر
7590,سبتمبر,45191,515955,نعم,نعم,نعم,لا,نعم,شكوي
7591,سبتمبر,45191,634963,نعم,نعم,نعم,نعم,نعم,اقتراح
7592,سبتمبر,45191,517834,نعم,نعم,نعم,نعم,لا,شكر
7593,سبتمبر,45191,837040,نعم,نعم,نعم,نعم,لا,شكر
7594,سبتمبر,45192,600812,نعم,نعم,نعم,نعم,نعم,اقتراح
7595,سبتمبر,45192,623081,نعم,نعم,نعم,نعم,لا,شكر
7596,سبتمبر,45192,626653,نعم,نعم,نعم,نعم,لا,شكر
7597,سبتمبر,45192,514297,نعم,نعم,نعم,نعم,لا,شكر
7598,سبتمبر,45192,611320,نعم,نعم,نعم,نعم,لا,شكر
7599,سبتمبر,45192,603399,نعم,نعم,نعم,نعم,لا,شكر
