,شهر,تاريخ الاتصال,تاريخ طلب الاوردر,كود العميل,جوده المنتج - التغليف,خدمه متلقي الاوردر,وصول الاوردر بالميعاد المحدد,الخدمه مرضيه بشكل عام,ارتداء الطيار الكمامة,نوع المكالمة,ملاحظات العميل
5978,اغسطس,45163,45162,604208.0,5,5,5,5,5,شكر,  الخدمة  ممتازة العميل  لم  يقم بالتسوية  بعد
5979,اغسطس,45163,45162,631712.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
5980,اغسطس,45163,45162,635480.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
5981,اغسطس,45163,45162,2156932.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
5982,اغسطس,45164,45163,507121.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5983,اغسطس,45164,45163,508457.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5984,اغسطس,45164,45163,513580.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5985,اغسطس,45164,45163,514261.0,3,5,5,5,3,شكوي,  بلطى شوى  ردة  تم تنشيفه  شبه محروق  وارتفاع    اسعار  قسم  الاسماك
5986,اغسطس,45164,45163,514552.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5987,اغسطس,45164,45163,521089.0,5,5,5,5,3,شكوي, ارتفاع اسعار  قسم الاسماك      سعر  سمك  اللوت    ب  160ج  
5988,اغسطس,45164,45163,523386.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5989,اغسطس,45164,45163,526431.0,5,5,5,5,3,شكوي, ارتفاع اسعار  قسم الاسماك
5990,اغسطس,45164,45163,540690.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5991,اغسطس,45164,45163,601841.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5992,اغسطس,45164,45163,602706.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5993,اغسطس,45164,45163,603994.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5994,اغسطس,45164,45163,605364.0,3,5,5,5,3,شكوي,  جمبرى  الخلطة  لم  يتم  تقشير  الجمبرى  
5995,اغسطس,45164,45163,606897.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5996,اغسطس,45164,45163,607869.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5997,اغسطس,45164,45163,608294.0,5,5,5,3,3,شكوي, تم  طلب عدد 7 سمكات بلطى شوى زيت  وليمون   تم   تسوية  عدد 2  سمكة  والوزن المرسل  صحيح     
5998,اغسطس,45164,45163,609884.0,5,5,5,5,5,شكر,  الخدمة ممتازة
5999,اغسطس,45164,45163,612051.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6000,اغسطس,45164,45163,612251.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6001,اغسطس,45164,45163,612866.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6002,اغسطس,45164,45163,613560.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6003,اغسطس,45164,45163,617747.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6004,اغسطس,45164,45163,617844.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6005,اغسطس,45164,45163,618050.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6006,اغسطس,45164,45163,619056.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6007,اغسطس,45164,45163,623394.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6008,اغسطس,45164,45163,625791.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6009,اغسطس,45164,45163,626849.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6010,اغسطس,45164,45163,628025.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6011,اغسطس,45164,45163,835015.0,5,5,5,5,5,شكر,  الخدمة ممتازة  العميل  لم يقم بالتسوية  بعد  
6012,اغسطس,45164,45163,835984.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6013,اغسطس,45164,45163,2151572.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6014,اغسطس,45164,45163,2152498.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6015,اغسطس,45164,45163,2153277.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6016,اغسطس,45164,45163,2155635.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6017,اغسطس,45165,45164,508089.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6018,اغسطس,45165,45164,508206.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6019,اغسطس,45165,45164,511645.0,5,5,5,3,3,شكوي,  قلة عدد  الموظفين  بالقسم  تعامل  موظف واحد مع  العملاء  مما  ادى  الى  ازدحام  امام  القسم  
6020,اغسطس,45165,45164,512594.0,5,5,5,3,3,شكوي, بطء    العاملين بالقسم  
6021,اغسطس,45165,45164,514161.0,5,5,5,5,5,شكر,  الخدمة ممتازة     العميل لم  يقم  بالتسوية    بعد
6022,اغسطس,45165,45164,515033.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6023,اغسطس,45165,45164,515389.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6024,اغسطس,45165,45164,516509.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6025,اغسطس,45165,45164,517186.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6026,اغسطس,45165,45164,520968.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6027,اغسطس,45165,45164,521141.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6028,اغسطس,45165,45164,525142.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6029,اغسطس,45165,45164,528058.0,5,5,5,5,3,شكوي,  طلب  زيادة كمية  الاسماك  المعروضة  بالقسم  لتواجد  العميل  الساعة  8:00م  وثلاجة  العرض  بها  انواع  قليلة  معروضة
6030,اغسطس,45165,45164,539952.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6031,اغسطس,45165,45164,602897.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6032,اغسطس,45165,45164,604541.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6033,اغسطس,45165,45164,605446.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6034,اغسطس,45165,45164,606404.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6035,اغسطس,45165,45164,607046.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6036,اغسطس,45165,45164,609193.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6037,اغسطس,45165,45164,611856.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6038,اغسطس,45165,45164,613800.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6039,اغسطس,45165,45164,614118.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6040,اغسطس,45165,45164,616055.0,5,5,5,3,3,شكوي,  قلة عدد  الموظفين  بالقسم  تعامل  موظف واحد مع  العملاء  مما  ادى  الى  ازدحام  امام  القسم  
6041,اغسطس,45165,45164,623916.0,1,1,1,1,1,شكوي,"ا/  جمال      سالم
01003617140
بون 55/15/250/260823
تم اختيار  عدد اربع  سمكات  بلطى  حجم  كبير  العميل  الذى اختارهم  بنفسه  وعند  استلام  الاوردر  وجد انه  يوجد  عدد  ثلاث  سمكات حجم  كبير  وواحدة حجم  صغير  لم  يختارها العميل  تم ابلاغ  شكوى  امس  تم التواصل   ا/  محمد  الفرماوى  واعتذر  للعميل  وابلغه انه  عاقب  الشحص  الذى  قام  بتبديل  السمك"
6042,اغسطس,45165,45164,633630.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6043,اغسطس,45165,45164,680325.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6044,اغسطس,45165,45164,834922.0,3,5,5,5,3,شكوي, جودة  نوعية  السمك  البورى  شوى  ردة  اقل  جودة    مزارع  
6045,اغسطس,45165,45164,838200.0,3,5,5,5,3,شكوي,  الجمبرى  بسعر  340ج    نى  مهرى  
6046,اغسطس,45165,45164,2150976.0,5,5,5,3,3,شكوي,   عدم  اهتمام  مسؤول  القسم  بالتعامل  مع  العميل  والاهتمام  باخذ  اوردر  عن  طريق  التليفون  
6047,اغسطس,45165,45164,2158253.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6048,اغسطس,45166,45165,508696.0,5,5,5,5,5,شكر,الخدمة ممتازة
6049,اغسطس,45166,45165,509401.0,5,5,5,3,3,شكوي, تواجد مسؤول قسم واحد   اثناء  البيع للعميل وعند استلام الاوردر  انتظرت  العميلة  خمس  دقائق لعدم تواجد  مسؤول  القسم للتسليم 
6050,اغسطس,45166,45165,512745.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6051,اغسطس,45166,45165,515730.0,5,5,5,5,5,شكر,الخدمة ممتازة
6052,اغسطس,45166,45165,516018.0,5,5,5,5,3,شكوي,"ا/ حاتم اسماعيل 
01027199443
بون: 122/15/250/270823
تم  طلب سمك  بلطة  وزن 1.554 شوى ردة  مقفول  تم عمله  شوى  ردة مقفول ولكن تم احتساب  التسوية  شوى  زيت  وليمون  حشو   تم  ابلاغ ا/ الاء  كاشير  الاسماك"
6053,اغسطس,45166,45165,516608.0,5,5,5,5,5,شكر,الخدمة ممتازة
6054,اغسطس,45166,45165,522262.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6055,اغسطس,45166,45165,522907.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6056,اغسطس,45166,45165,524231.0,5,5,5,5,5,شكر,الخدمة ممتازة
6057,اغسطس,45166,45165,525513.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6058,اغسطس,45166,45165,526140.0,3,5,5,5,3,شكوي, سمك  البلطى  شوى  زيت  وليمون التتبيلة ضعيفة  تم الاتفاق   على استلام  الاوردر  7:30م تم   الاستلام  8:00م
6059,اغسطس,45166,45165,526211.0,5,5,5,5,5,شكر,الخدمة ممتازة
6060,اغسطس,45166,45165,605046.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6061,اغسطس,45166,45165,608779.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6062,اغسطس,45166,45165,610307.0,5,5,5,5,5,شكر,الخدمة ممتازة
6063,اغسطس,45166,45165,613313.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6064,اغسطس,45166,45165,615030.0,5,5,5,5,5,شكر,الخدمة ممتازة
6065,اغسطس,45166,45165,617342.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
6066,اغسطس,45166,45165,618531.0,5,5,5,5,5,شكر,الخدمة ممتازة  العميل لم يقم  بالتسوية  بعد
6067,اغسطس,45166,45165,623070.0,5,5,5,5,5,شكر,الخدمة ممتازة
6068,اغسطس,45166,45165,2155927.0,5,5,5,5,5,شكر,الخدمة ممتازة
6069,اغسطس,45167,45166,508730.0,5,5,5,5,5,شكر, الخدمة ممتازة العميل  لم يقم بالتسوية  بعد
6070,اغسطس,45167,45166,509005.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6071,اغسطس,45167,45166,511314.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6072,اغسطس,45167,45166,515148.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6073,اغسطس,45167,45166,519380.0,3,5,5,5,3,شكوي, سمك   المكرونة النى  غير  فريش  ومهرى  
6074,اغسطس,45167,45166,520467.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6075,اغسطس,45167,45166,521967.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6076,اغسطس,45167,45166,600969.0,5,5,5,5,3,شكوي,  اعتراض  العميل  على  اتاحة  النقاوة  للعملاء  بدون  جوانتى  وحفاظا  على  سلامة العملاء    يطلب وضع  لافتة    عن  عدم  النقاوة    الا بعد  ارتداء  الجوانتى ووضع  الجوانتيات  بشكل  ظاهر بجانب  القسم
6077,اغسطس,45167,45166,602049.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6078,اغسطس,45167,45166,606880.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6079,اغسطس,45167,45166,617650.0,5,5,5,5,5,شكر,  الخدمة ممتازة
6080,اغسطس,45167,45166,620027.0,5,5,5,5,3,شكوي, بطء  العاملين  بالقسم مما  ادى  الى  ان  الاوردر مدة  تسويته  تصل  لساعتين  
6081,اغسطس,45167,45166,620160.0,5,5,5,5,3,شكوي, عدم توافر  سلطة  السى  فود وعدم توافر اغلب  مكوناتها   المتوفر  فقط الجمبرى والسلمون  
6082,اغسطس,45167,45166,623230.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6083,اغسطس,45167,45166,624522.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6084,اغسطس,45167,45166,630844.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6085,اغسطس,45167,45166,631129.0,3,5,5,5,3,شكوي,  عدم توافر  مختلف الاحجام من  البورى والبلطى  عدم  توافر المكرونة  السويسى  
6086,اغسطس,45167,45166,631738.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6087,اغسطس,45167,45166,822329.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6088,اغسطس,45167,45166,834554.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6089,اغسطس,45167,45166,837877.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6090,اغسطس,45167,45166,2153337.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6091,اغسطس,45167,45166,2155585.0,3,5,5,5,3,شكوي,  طريقة  تقطيع  سمك  السلمون  طريقة  خاطئة   الصحيح  يتم  التقطيع    والسمكة  مجمدة   بماكينة  تقطيع    ولكن  يتم  التقطيع  بساطور  والسمكة  محلولة  من  التجميد    مما  يتغير  الطعم  واللون  
6092,اغسطس,45168,45167,507840.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6093,اغسطس,45168,45167,508817.0,5,5,5,5,5,شكوي,تتبيلة السمك بشكل عام ليست جيدة 
6094,اغسطس,45168,45167,509981.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6095,اغسطس,45168,45167,510813.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6096,اغسطس,45168,45167,513580.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6097,اغسطس,45168,45167,513690.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6098,اغسطس,45168,45167,514896.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6099,اغسطس,45168,45167,516663.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  .. لم يقوم بتسوية السمك 
6100,اغسطس,45168,45167,517754.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6101,اغسطس,45168,45167,521425.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6102,اغسطس,45168,45167,521705.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6103,اغسطس,45168,45167,525095.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6104,اغسطس,45168,45167,527330.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6105,اغسطس,45168,45167,528480.0,5,5,5,5,3,شكوي,ارتفاع اسعار الاسماك وخصوصا سمك قشر بياض وبشكل مبالغ فيه 
6106,اغسطس,45168,45167,614080.0,3,5,5,3,5,شكوي,سمك ماكريل غير طازج سئ  وشكوى متكررة     
6107,اغسطس,45168,45167,614548.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  .. لم يقوم بتسوية السمك 
6108,اغسطس,45169,45168,510796.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6109,اغسطس,45169,45168,511052.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6110,اغسطس,45169,45168,512329.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6111,اغسطس,45169,45168,513342.0,3,5,5,5,3,شكوي,  الجندوفلى  سئ    غير  فريش  وبه  رمل  وتم  التخلص منه  
6112,اغسطس,45169,45168,514599.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6113,اغسطس,45169,45168,515610.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6114,اغسطس,45169,45168,524343.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6115,اغسطس,45169,45168,524530.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6116,اغسطس,45169,45168,601956.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6117,اغسطس,45169,45168,603833.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6118,اغسطس,45169,45168,604301.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6119,اغسطس,45169,45168,604337.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6120,اغسطس,45169,45168,606261.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6121,اغسطس,45169,45168,611710.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6122,اغسطس,45169,45168,612486.0,5,5,5,5,5,شكر, الخدمة  ممتازةالعميل لم  يقم  بالتسوية  بعد
6123,اغسطس,45169,45168,613757.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6124,اغسطس,45169,45168,614211.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6125,اغسطس,45169,45168,618225.0,5,5,5,5,5,شكر, الخدمة  ممتازةالعميل لم  يقم  بالتسوية  بعد
6126,اغسطس,45169,45168,621343.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6127,اغسطس,45169,45168,623154.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6128,اغسطس,45169,45168,625122.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6129,اغسطس,45169,45168,788949.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6130,اغسطس,45169,45168,838081.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6131,اغسطس,45169,45168,838516.0,5,5,5,5,5,شكر, الخدمة  ممتازة
6152,سبتمبر,45171,45170,507414.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6153,سبتمبر,45171,45170,508174.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6154,سبتمبر,45171,45170,508509.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6155,سبتمبر,45171,45170,509220.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6156,سبتمبر,45171,45170,511645.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6157,سبتمبر,45171,45170,513721.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6158,سبتمبر,45171,45170,515854.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6159,سبتمبر,45171,45170,516974.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6160,سبتمبر,45171,45170,517754.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6161,سبتمبر,45171,45170,521141.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6162,سبتمبر,45171,45170,522742.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6163,سبتمبر,45171,45170,524027.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6164,سبتمبر,45171,45170,526605.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6165,سبتمبر,45171,45170,603203.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6166,سبتمبر,45171,45170,603807.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6167,سبتمبر,45171,45170,606736.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6168,سبتمبر,45171,45170,613485.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6169,سبتمبر,45171,45170,617732.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6170,سبتمبر,45171,45170,621966.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6171,سبتمبر,45171,45170,624956.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6172,سبتمبر,45171,45170,627459.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6173,سبتمبر,45171,45170,630448.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6174,سبتمبر,45171,45170,2151230.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6175,سبتمبر,45171,45170,2153088.0,5,5,5,5,5,شكر,الخدمه ممتازه 
6176,سبتمبر,45172,45171,507810.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6177,سبتمبر,45172,45171,509477.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6178,سبتمبر,45172,45171,510327.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6179,سبتمبر,45172,45171,515020.0,3,5,5,5,3,شكوي,ارتفاع اسعار  قسم الاسماك  كالدينيس   واللوت والجمبرى  
6180,سبتمبر,45172,45171,515854.0,5,5,5,3,3,شكوي,عدم  الاهتمام  بالعميل  بشكل  مرضى  للعميل
6181,سبتمبر,45172,45171,516264.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6182,سبتمبر,45172,45171,519260.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6183,سبتمبر,45172,45171,521104.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6184,سبتمبر,45172,45171,527585.0,3,5,5,5,3,شكوي,شرائح  السلمون مهرية  بسبب  ضعف  التجميد    وان  السمك  تم حله وتجميده  اكثر  من مرة 
6185,سبتمبر,45172,45171,603605.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6186,سبتمبر,45172,45171,609254.0,5,5,5,5,3,شكوي, ارتفاع  اسعار  قسم  الاسماك
6187,سبتمبر,45172,45171,610776.0,3,5,5,5,3,شكوي,  الجمبرى الامارتى  بسعر  360ج   نى  مهرى  وصعوفة  فى التقشير
6188,سبتمبر,45172,45171,612975.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6189,سبتمبر,45172,45171,614245.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6190,سبتمبر,45172,45171,627223.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6191,سبتمبر,45172,45171,628476.0,5,5,5,5,5,شكر,الخدمة  ممتازة العميل لم  يقم  بالتسوية  بعد
6192,سبتمبر,45172,45171,629398.0,5,5,5,5,5,شكر,الخدمة  ممتازة العميل لم  يقم  بالتسوية  بعد
6193,سبتمبر,45172,45171,630118.0,5,5,5,5,5,شكر,الخدمة  ممتازة العميل لم  يقم  بالتسوية  بعد
6194,سبتمبر,45172,45171,635136.0,5,5,5,5,5,شكر,الخدمة  ممتازة
6195,سبتمبر,45172,45171,836780.0,3,5,5,5,3,شكوي,سمك  البورى  شوى  ردة تتبيلته  ضعيفة  وحجمه  صغير
6196,سبتمبر,45172,45171,2156563.0,5,5,5,3,3,شكوي,  تعامل  مسؤول  القسم  مع  عملاء  كبار  السن    بطريقة  حادة  وعصبية  امام العميل  
6232,سبتمبر,45177,45176,508130.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6233,سبتمبر,45177,45176,509843.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6234,سبتمبر,45177,45176,511213.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6235,سبتمبر,45177,45176,514400.0,3,4,4,4,3,شكوي,سمك بلطي غير طازج وطعمه سئ 
6236,سبتمبر,45177,45176,517081.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6237,سبتمبر,45177,45176,518560.0,3,5,5,5,3,شكوي,الجمبرى جودته سيئة  وغير طازج 
6238,سبتمبر,45177,45176,519214.0,3,4,4,4,3,شكوي, سمك مياس  يحتوى على ثوم بكمية كثيرة جدا  والبطاطس تحتوى على ملح كثير جدا 
6239,سبتمبر,45177,45176,522843.0,5,5,5,5,3,شكوي,عدم التنوع فى انواع سمك البحر 
6240,سبتمبر,45177,45176,524762.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
6241,سبتمبر,45177,45176,601270.0,5,5,5,5,5,شكر,خدمة ممتازة جدا ... لم يقوم بتسوية السمك 
6242,سبتمبر,45178,45177,697517.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6243,سبتمبر,45178,45177,521833.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6244,سبتمبر,45178,45177,621285.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6245,سبتمبر,45178,45177,511523.0,5,5,5,5,5,شكر,  الخدمة ممتازة   العميل  لم يقم بالتسوية  بعد
6246,سبتمبر,45178,45177,518277.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6247,سبتمبر,45178,45177,2155696.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6248,سبتمبر,45178,45177,2151041.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6249,سبتمبر,45178,45177,2153560.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6250,سبتمبر,45178,45177,624629.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6251,سبتمبر,45178,45177,511652.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6252,سبتمبر,45178,45177,519383.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6253,سبتمبر,45178,45177,2158942.0,3,5,5,3,5,شكوي,  سمك   الوقار  غير  فريش  وارتفاع  قسم  الاسماك  كالدينيس و الوقار  واللوت  وعدم  توافر  الجمبرى  البلدى 
6254,سبتمبر,45178,45177,518023.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6255,سبتمبر,45178,45177,611355.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6256,سبتمبر,45178,45177,618321.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6257,سبتمبر,45178,45177,631501.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6258,سبتمبر,45178,45177,838807.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6259,سبتمبر,45178,45177,608734.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6260,سبتمبر,45178,45177,511570.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6261,سبتمبر,45178,45177,526908.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6262,سبتمبر,45178,45177,508457.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6263,سبتمبر,45178,45177,529977.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6264,سبتمبر,45178,45177,634186.0,5,5,5,5,5,شكر,  الخدمة ممتازة  العميل لم  يقم  بالتسوية  بعد
6265,سبتمبر,45178,45177,513721.0,1,1,1,1,1,شكوي,طلب سمك فيليه مشوى ولكن اكتشف العميل انه مقلى وليس مشوى وقد طلب ايضا جمبرى مقلى بقشره ولكن اكتشف انه مقلى بالسمسم  تم  تقديم  شكوى  امس  وتواصل  شيف  الفرع مع  العميل  والعميل  مستاء  من  الخدمة بون 28/15/250/080923 
6266,سبتمبر,45178,45177,509271.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6267,سبتمبر,45178,45177,620701.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6268,سبتمبر,45178,45177,510807.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6269,سبتمبر,45178,45177,626074.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6270,سبتمبر,45178,45177,837701.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6271,سبتمبر,45178,45177,613678.0,5,5,5,4,3,شكوي,تاخير ميعاد الاستلام تم  الاتفاق على  استلام  الاوردر 4:00م  تم  استلامه  5:30م
6272,سبتمبر,45178,45177,602822.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6273,سبتمبر,45178,45177,518190.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6274,سبتمبر,45178,45177,605420.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6275,سبتمبر,45178,45177,520742.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6276,سبتمبر,45178,45177,508100.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6277,سبتمبر,45178,45177,508342.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6278,سبتمبر,45178,45177,517264.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6279,سبتمبر,45178,45177,519090.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
6280,سبتمبر,45178,45177,605761.0,5,5,5,5,5,شكر,  الخدمة ممتازة  
